Name	Accession	Name	Accession	Score
PDPK1	IPI00002538	MSN	IPI00219365	17.6917248535156
PDPK1	IPI00002538	MAPK3	IPI00018195	17.6917248535156
PDPK1	IPI00002538	MAPK1	IPI00003479	17.6917248535156
PDPK1	IPI00002538	DUSP1	IPI00003928	17.6917248535156
PDPK1	IPI00002538	PIK3CB	IPI00031388	17.6917248535156
PDPK1	IPI00002538	RHOB	IPI00000041	17.6917248535156
PDPK1	IPI00002538	MAP2K1	IPI00219604	17.6917248535156
PDPK1	IPI00002538	TIAM1	IPI00011400	17.6917248535156
PDPK1	IPI00002538	PRKD1	IPI00014878	17.6917248535156
PDPK1	IPI00002538	RPS6KA2	IPI00300321	17.6917248535156
PDPK1	IPI00002538	WNK4	IPI00151141	17.6917248535156
PDPK1	IPI00002538	MKNK1	IPI00304048	17.6917248535156
PDPK1	IPI00002538	TAOK3	IPI00410485	17.6917248535156
PDPK1	IPI00002538	PARD6A	IPI00027217	17.6917248535156
PDPK1	IPI00002538	DUSP6	IPI00004390	17.6917248535156
WASPIP	IPI00552369	SH3KBP1	IPI00294962	17.6917248535156
FOXO3A	IPI00012856	SMAD1	IPI00019549	17.6917248535156
SYNCRIP	IPI00018140	HNRPD	IPI00028888	17.6917248535156
CCNT2	IPI00030313	PRKCE	IPI00024539	17.6917248535156
JAK2	IPI00031016	PRKACA	IPI00396630	17.6917248535156
EIF5B	IPI00299254	ARHGEF7	IPI00449908	17.6917248535156
RPS6KA5	IPI00335101	FYN	IPI00219012	17.6917248535156
RPS6KA5	IPI00335101	STAT1	IPI00030781	17.6917248535156
RPS6KA4	IPI00022536	BRAF	IPI00303797	17.6917248535156
RPS6KA4	IPI00022536	PARD6A	IPI00027217	17.6917248535156
EIF3S4	IPI00290460	TIA1	IPI00291398	17.6917248535156
STAM2	IPI00290542	GRB2	IPI00021327	17.6917248535156
STAM2	IPI00290542	STAT3	IPI00298887	17.6917248535156
CHEK2	IPI00014072	CCNB1	IPI00294696	17.6917248535156
CHEK2	IPI00014072	DUSP6	IPI00004390	17.6917248535156
EGFR	IPI00018274	IGF1R	IPI00027232	17.6917248535156
EGFR	IPI00018274	ERBB4	IPI00016371	17.6917248535156
EGFR	IPI00018274	JAG2	IPI00032416	17.6917248535156
TIMP1	IPI00032292	BCAN	IPI00456623	17.6917248535156
RAF1	IPI00021786	SPTBN1	IPI00005614	17.6917248535156
RAF1	IPI00021786	DUSP16	IPI00028428	17.6917248535156
RAF1	IPI00021786	STAT3	IPI00298887	17.6917248535156
ERBB2	IPI00300384	PTPN2	IPI00219695	17.6917248535156
PRKCG	IPI00007128	CDC25C	IPI00216683	17.6917248535156
FYN	IPI00219012	MSN	IPI00219365	17.6917248535156
FYN	IPI00219012	MAPK3	IPI00018195	17.6917248535156
FYN	IPI00219012	MAPK1	IPI00003479	17.6917248535156
FYN	IPI00219012	PIK3CB	IPI00031388	17.6917248535156
FYN	IPI00219012	PRKD1	IPI00014878	17.6917248535156
FYN	IPI00219012	WNK4	IPI00151141	17.6917248535156
FYN	IPI00219012	TAOK3	IPI00410485	17.6917248535156
FYN	IPI00219012	TLN1	IPI00298994	17.6917248535156
GSN	IPI00026314	VIL1	IPI00218852	17.6917248535156
HCK	IPI00029769	PKN3	IPI00413780	17.6917248535156
HCK	IPI00029769	ITSN2	IPI00414027	17.6917248535156
PTPRF	IPI00107831	EPHB3	IPI00289329	17.6917248535156
PTPRF	IPI00107831	EPHA4	IPI00008318	17.6917248535156
PABPC1	IPI00008524	SMN2	IPI00003394	17.6917248535156
BRAF	IPI00303797	RPS6KA2	IPI00300321	17.6917248535156
VAV1	IPI00011696	GRB2	IPI00021327	17.6917248535156
VAV1	IPI00011696	DUSP16	IPI00028428	17.6917248535156
VAV1	IPI00011696	DUSP6	IPI00004390	17.6917248535156
CREB1	IPI00027713	MAPK3	IPI00018195	17.6917248535156
CREB1	IPI00027713	PRKCE	IPI00024539	17.6917248535156
CREB1	IPI00027713	CREBBP	IPI00023339	17.6917248535156
CREB1	IPI00027713	GCN5L2	IPI00306871	17.6917248535156
NCK1	IPI00028065	PKN3	IPI00413780	17.6917248535156
NCK1	IPI00028065	ITSN2	IPI00414027	17.6917248535156
STMN1	IPI00479997	RPS6KA2	IPI00300321	17.6917248535156
STMN1	IPI00479997	MKNK1	IPI00304048	17.6917248535156
PTPN2	IPI00219695	FLT1	IPI00018335	17.6917248535156
PTPN2	IPI00219695	ERBB3	IPI00298285	17.6917248535156
PTPN2	IPI00219695	FGFR4	IPI00304578	17.6917248535156
PTPN2	IPI00219695	KDR	IPI00021396	17.6917248535156
PTPN1	IPI00297261	ERBB3	IPI00298285	17.6917248535156
RASA1	IPI00026262	WAS	IPI00001545	17.6917248535156
ERBB3	IPI00298285	TNC	IPI00031008	17.6917248535156
ERBB3	IPI00298285	EPHA2	IPI00021267	17.6917248535156
ERBB3	IPI00298285	PRKD1	IPI00014878	17.6917248535156
ERBB3	IPI00298285	ERBB4	IPI00016371	17.6917248535156
RPS6KB1	IPI00216132	DUSP16	IPI00028428	17.6917248535156
RPS6KB1	IPI00216132	DUSP6	IPI00004390	17.6917248535156
CCNE1	IPI00031077	MCM3	IPI00013214	17.6917248535156
CDK2	IPI00031681	STAT1	IPI00030781	17.6917248535156
ADRBK1	IPI00012497	RPS6KA2	IPI00300321	17.6917248535156
ADRBK1	IPI00012497	MKNK1	IPI00304048	17.6917248535156
ADRBK1	IPI00012497	PARD6A	IPI00027217	17.6917248535156
ADRBK1	IPI00012497	DUSP6	IPI00004390	17.6917248535156
MCM3	IPI00013214	RBL1	IPI00005139	17.6917248535156
MAPK3	IPI00018195	CDC25A	IPI00220981	17.6917248535156
MAPK3	IPI00018195	SPTBN1	IPI00005614	17.6917248535156
RBL1	IPI00005139	CDC6	IPI00014575	17.6917248535156
ARID4A	IPI00296069	HDAC2	IPI00289601	17.6917248535156
CDC25A	IPI00220981	CSK	IPI00013212	17.6917248535156
CDC25A	IPI00220981	GSK3A	IPI00292228	17.6917248535156
CDC25A	IPI00220981	MAP2K1	IPI00219604	17.6917248535156
CDC25A	IPI00220981	PRKCZ	IPI00013749	17.6917248535156
CDC25A	IPI00220981	RPS6KA1	IPI00017305	17.6917248535156
CDC25A	IPI00220981	CSNK2A1	IPI00016613	17.6917248535156
CDC25A	IPI00220981	PRKACA	IPI00396630	17.6917248535156
HOXA10	IPI00010731	GCN5L2	IPI00306871	17.6917248535156
YWHAB	IPI00216318	PARD6A	IPI00027217	17.6917248535156
GRK5	IPI00414058	PARD6A	IPI00027217	17.6917248535156
MAP2K2	IPI00003783	DUSP16	IPI00028428	17.6917248535156
MAP2K2	IPI00003783	STAT3	IPI00298887	17.6917248535156
MAP2K2	IPI00003783	PTPRE	IPI00011644	17.6917248535156
MAP2K2	IPI00003783	PTPRC	IPI00306325	17.6917248535156
PRKCI	IPI00016639	GRB2	IPI00021327	17.6917248535156
STAT1	IPI00030781	DAB2	IPI00179438	17.6917248535156
STAT1	IPI00030781	CDK5	IPI00023530	17.6917248535156
STAT1	IPI00030781	PRKCE	IPI00024539	17.6917248535156
STAT1	IPI00030781	SSH1	IPI00103742	17.6917248535156
STAT1	IPI00030781	NEK6	IPI00550738	17.6917248535156
STAT6	IPI00030782	NEK6	IPI00550738	17.6917248535156
STAT5A	IPI00030783	DUSP16	IPI00028428	17.6917248535156
STAT5A	IPI00030783	CDC2	IPI00026689	17.6917248535156
WAS	IPI00001545	ITK	IPI00004566	17.6917248535156
WAS	IPI00001545	CDC2L5	IPI00456970	17.6917248535156
WAS	IPI00001545	NEDD9	IPI00031407	17.6917248535156
WAS	IPI00001545	STAT3	IPI00298887	17.6917248535156
SYK	IPI00018597	NEDD9	IPI00031407	17.6917248535156
SYK	IPI00018597	RPS6KA2	IPI00300321	17.6917248535156
SYK	IPI00018597	MKNK1	IPI00304048	17.6917248535156
SYK	IPI00018597	DUSP6	IPI00004390	17.6917248535156
MCM2	IPI00184330	RAD51	IPI00032201	17.6917248535156
GSK3A	IPI00292228	DGKD	IPI00303136	17.6917248535156
GSK3A	IPI00292228	C10orf9	IPI00465457	17.6917248535156
GSK3A	IPI00292228	PARD6A	IPI00027217	17.6917248535156
IRAK1	IPI00293652	PARD6A	IPI00027217	17.6917248535156
IRAK1	IPI00293652	DUSP6	IPI00004390	17.6917248535156
STAT5B	IPI00103415	DUSP6	IPI00004390	17.6917248535156
CCNH	IPI00021305	CDC2	IPI00026689	17.6917248535156
SNRPD3	IPI00017964	SMN2	IPI00003394	17.6917248535156
GRB2	IPI00021327	DUSP16	IPI00028428	17.6917248535156
GRB2	IPI00021327	DUSP6	IPI00004390	17.6917248535156
EIF4G2	IPI00015952	HNRPD	IPI00028888	17.6917248535156
EIF4G2	IPI00015952	DDX20	IPI00005904	17.6917248535156
CDK6	IPI00023529	PARD6A	IPI00027217	17.6917248535156
SPTBN1	IPI00005614	MAP2K1	IPI00219604	17.6917248535156
SPTBN1	IPI00005614	RPS6KA2	IPI00300321	17.6917248535156
SPTBN1	IPI00005614	MKNK1	IPI00304048	17.6917248535156
PRKCE	IPI00024539	ITK	IPI00004566	17.6917248535156
PRKCE	IPI00024539	DUSP16	IPI00028428	17.6917248535156
PRKCE	IPI00024539	AKT3	IPI00031747	17.6917248535156
MAP2K1	IPI00219604	DUSP16	IPI00028428	17.6917248535156
MAP2K1	IPI00219604	PARD6A	IPI00027217	17.6917248535156
PRKCZ	IPI00013749	CDC2L5	IPI00456970	17.6917248535156
PRKCZ	IPI00013749	RPS6KA2	IPI00300321	17.6917248535156
PRKCZ	IPI00013749	MKNK1	IPI00304048	17.6917248535156
PRKCZ	IPI00013749	DUSP16	IPI00028428	17.6917248535156
SOS1	IPI00020131	DUSP16	IPI00028428	17.6917248535156
SOS1	IPI00020131	DUSP6	IPI00004390	17.6917248535156
FOXO1A	IPI00289866	SMAD1	IPI00019549	17.6917248535156
HDAC1	IPI00013774	MIER1	IPI00477825	17.6917248535156
RIN1	IPI00014454	CDC2	IPI00026689	17.6917248535156
ARHGEF7	IPI00449908	RASA3	IPI00032267	17.6917248535156
ARHGEF7	IPI00449908	PRKD1	IPI00014878	17.6917248535156
ARHGEF7	IPI00449908	LYN	IPI00298625	17.6917248535156
RPS6KA2	IPI00300321	STMN2	IPI00218667	17.6917248535156
RPS6KA2	IPI00300321	PLCB1	IPI00219563	17.6917248535156
RPS6KA2	IPI00300321	STAT3	IPI00298887	17.6917248535156
RPS6KA2	IPI00300321	LYN	IPI00298625	17.6917248535156
RPS6KA1	IPI00017305	DUSP16	IPI00028428	17.6917248535156
SMAD1	IPI00019549	MLLT7	IPI00654651	17.6917248535156
MSL3L1	IPI00297145	GCN5L2	IPI00306871	17.6917248535156
PARD3	IPI00154915	PARD6A	IPI00027217	17.6917248535156
MKNK1	IPI00304048	PLCB1	IPI00219563	17.6917248535156
MKNK1	IPI00304048	STAT3	IPI00298887	17.6917248535156
MKNK1	IPI00304048	LYN	IPI00298625	17.6917248535156
DUSP16	IPI00028428	DYRK1B	IPI00000352	17.6917248535156
DUSP16	IPI00028428	STAT3	IPI00298887	17.6917248535156
TAOK3	IPI00410485	PARD6A	IPI00027217	17.6917248535156
PARD6A	IPI00027217	AKT3	IPI00031747	17.6917248535156
GGA3	IPI00021174	STAM	IPI00020178	17.6917248535156
HSPB8	IPI00007264	DUSP6	IPI00004390	17.6917248535156
CFL2	IPI00413344	DUSP6	IPI00004390	17.6917248535156
CSNK2A1	IPI00016613	STAT3	IPI00298887	17.6917248535156
LYN	IPI00298625	DUSP6	IPI00004390	17.6917248535156
HBZ	IPI00410714	HBB	IPI00654755	17.6225500488281
PCDH7	IPI00001893	GRIA1	IPI00030880	17.6018005371094
ERBB2	IPI00300384	MET	IPI00029273	17.6018005371094
ERBB2	IPI00300384	AGTR1	IPI00026885	17.6018005371094
INSR	IPI00025803	AGTR1	IPI00026885	17.6018005371094
POU2F1	IPI00027828	SMAD2	IPI00019548	17.6018005371094
UBTF	IPI00014533	HSF1	IPI00024071	17.6018005371094
CDKN2D	IPI00024008	CALM2	IPI00075248	17.6018005371094
H3F3A	IPI00219038	TP53BP1	IPI00029778	17.6018005371094
TP53BP1	IPI00029778	EIF3S2	IPI00012795	17.6018005371094
JUN	IPI00008965	TERF1	IPI00005539	17.5930505371094
PDGFRB	IPI00015902	TNFRSF1A	IPI00018880	17.5930505371094
MGMT	IPI00028618	STAT5A	IPI00030783	17.5930505371094
MGMT	IPI00028618	TEC	IPI00000878	17.5930505371094
JUNB	IPI00013439	TERF1	IPI00005539	17.5930505371094
TGFBR1	IPI00005733	FADD	IPI00011919	17.5930505371094
BRCA2	IPI00412408	STAT5B	IPI00103415	17.5930505371094
F2	IPI00019568	BGN	IPI00010790	17.5251501464844
F10	IPI00019576	BGN	IPI00010790	17.5251501464844
PROC	IPI00021817	BGN	IPI00010790	17.5251501464844
TGFB1	IPI00000075	SYK	IPI00018597	17.4877001953125
HMGB2	IPI00219097	CHC1	IPI00001661	17.4877001953125
SSRP1	IPI00005154	CHC1	IPI00001661	17.4877001953125
EFNA5	IPI00005517	PPFIA1	IPI00163496	17.4769750976563
PPFIA1	IPI00163496	EFNB3	IPI00019501	17.4769750976563
JAK2	IPI00031016	IL8RB	IPI00012320	17.4533752441406
ERBB2	IPI00300384	PROZ	IPI00027843	17.4533752441406
FGR	IPI00016871	CD79A	IPI00008473	17.4533752441406
PRKR	IPI00019463	STAT5A	IPI00030783	17.4533752441406
STAT6	IPI00030782	CEBPA	IPI00292025	17.4533752441406
TUBA1	IPI00007750	SLA	IPI00009499	17.4533752441406
SOS1	IPI00020131	BLNK	IPI00002434	17.4533752441406
STAT5A	IPI00030783	LOC389305	IPI00144171	17.4415002441406
STAT5B	IPI00103415	LOC389305	IPI00144171	17.4415002441406
RANBP2	IPI00221325	KPNB1	IPI00001639	17.4376745605469
SNAP29	IPI00032831	STX7	IPI00289876	17.4372253417969
TCF3	IPI00013929	ATF1	IPI00002501	17.4351245117188
TCF3	IPI00013929	GTF2B	IPI00022820	17.4351245117188
MCM3	IPI00013214	WEE1	IPI00025830	17.4351245117188
BRCA1	IPI00218982	CSNK2A1	IPI00016613	17.4351245117188
MDN1	IPI00167941	EPRS	IPI00013452	17.4351245117188
JAK2	IPI00031016	SHB	IPI00017578	17.43125
TGFB1	IPI00000075	SMAD3	IPI00024305	17.4063244628906
BRAF	IPI00303797	RAC2	IPI00010270	17.3908752441406
PIK3R2	IPI00011736	CTTN	IPI00029601	17.3754248046875
APS	IPI00155706	SOCS3	IPI00297349	17.3754248046875
CFLAR	IPI00007287	TRAF2	IPI00030278	17.3754248046875
TLR2	IPI00019006	FADD	IPI00011919	17.3754248046875
SFRS15	IPI00181702	PABPC4	IPI00012726	17.3754248046875
PAK4	IPI00014068	CTTN	IPI00029601	17.3754248046875
CP	IPI00017601	F5	IPI00478809	17.3754248046875
CP	IPI00017601	C6	IPI00009920	17.3754248046875
ABL1	IPI00216969	DOK1	IPI00015287	17.3754248046875
PLG	IPI00019580	C1S	IPI00017696	17.3754248046875
PLG	IPI00019580	PZP	IPI00025426	17.3754248046875
PLG	IPI00019580	EDN2	IPI00025816	17.3754248046875
APOH	IPI00298828	SERPINA5	IPI00007221	17.3754248046875
PRSS1	IPI00011694	C7	IPI00296608	17.3754248046875
MET	IPI00029273	FLT1	IPI00018335	17.3754248046875
MET	IPI00029273	EPHB2	IPI00021275	17.3754248046875
CFH	IPI00029739	CTGF	IPI00020977	17.3754248046875
GTF2F2	IPI00329767	JUND	IPI00289547	17.3754248046875
PRKCA	IPI00385449	ARHGEF12	IPI00022164	17.3754248046875
PRKCA	IPI00385449	GAB2	IPI00186990	17.3754248046875
PZP	IPI00025426	HGFAC	IPI00029193	17.3754248046875
MAPK1	IPI00003479	STAT2	IPI00004312	17.3754248046875
CSK	IPI00013212	PRKAA1	IPI00011891	17.3754248046875
TXK	IPI00000879	MAP4K1	IPI00020258	17.3754248046875
ZAP70	IPI00329789	MAP4K1	IPI00020258	17.3754248046875
SYK	IPI00018597	MAP2K3	IPI00220438	17.3754248046875
SYK	IPI00018597	NEK3	IPI00465101	17.3754248046875
SYK	IPI00018597	CIB1	IPI00018451	17.3754248046875
CRKL	IPI00004839	SH3BP2	IPI00219071	17.3754248046875
CRKL	IPI00004839	SLA	IPI00009499	17.3754248046875
STAT2	IPI00004312	CSNK2A1	IPI00016613	17.3754248046875
STAT2	IPI00004312	IRS2	IPI00464978	17.3754248046875
SH3BP2	IPI00219071	BLNK	IPI00002434	17.3754248046875
DAB2	IPI00179438	CTTN	IPI00029601	17.3754248046875
MAP2K1	IPI00219604	LCK	IPI00394952	17.3754248046875
MAP2K1	IPI00219604	SRC	IPI00641230	17.3754248046875
TRAF2	IPI00030278	RIPK1	IPI00013773	17.3754248046875
SNTA1	IPI00164528	CTTN	IPI00029601	17.3754248046875
NFE2L2	IPI00000712	BATF	IPI00007422	17.3754248046875
HBEGF	IPI00012948	TGFA	IPI00465177	17.3754248046875
CIB1	IPI00018451	LYN	IPI00298625	17.3754248046875
PRSS22	IPI00005467	C6	IPI00009920	17.3754248046875
LCK	IPI00394952	ACP1	IPI00219861	17.3754248046875
IRS2	IPI00464978	JAK1	IPI00011633	17.3754248046875
EPHB2	IPI00021275	SHC3	IPI00409679	17.3507495117187
EPHB1	IPI00008315	SHC3	IPI00409679	17.3507495117187
MST1R	IPI00030273	SHC3	IPI00409679	17.3507495117187
RAB5A	IPI00023510	RAB5B	IPI00017344	17.3236755371094
SH2D1A	IPI00032401	TYRO3	IPI00030887	17.3202001953125
GNA14	IPI00000695	GNAT2	IPI00217269	17.3055505371094
JUP	IPI00554711	APC	IPI00215877	17.3055505371094
GNAZ	IPI00328128	GNAT2	IPI00217269	17.3055505371094
PDGFRB	IPI00015902	TIMP2	IPI00027166	17.2945751953125
YWHAQ	IPI00018146	EIF3S9	IPI00396370	17.2944494628906
STXBP1	IPI00046057	VAMP3	IPI00549343	17.2319494628906
JUP	IPI00554711	SMAD3	IPI00024305	17.2158996582031
KNG1	IPI00215894	AMBP	IPI00022426	17.2094750976562
APOH	IPI00298828	F5	IPI00478809	17.2094750976562
HMGN2	IPI00217950	H2AFX	IPI00219037	17.2094750976562
HMGN2	IPI00217950	H3F3A	IPI00219038	17.2094750976562
PLEK	IPI00306311	SMAD2	IPI00019548	17.2094750976562
CDK4	IPI00007811	BRCA1	IPI00218982	17.2094750976562
PCNA	IPI00021700	TRIM28	IPI00438229	17.2094750976562
XRCC6	IPI00644712	UNG	IPI00011069	17.2094750976562
UNG	IPI00011069	PRKDC	IPI00296337	17.2094750976562
UNG	IPI00011069	PTMA	IPI00015550	17.2094750976562
CPB1	IPI00009826	REG3A	IPI00029039	17.2094750976562
UBTF	IPI00014533	HDAC1	IPI00013774	17.2094750976562
CTPS	IPI00290142	ESPL1	IPI00397474	17.2094750976562
MCM3	IPI00013214	BAZ1B	IPI00069817	17.2094750976562
MCM3	IPI00013214	PTMA	IPI00015550	17.2094750976562
NFKBIA	IPI00018330	AHR	IPI00021008	17.2094750976562
WAS	IPI00001545	CASP8	IPI00305242	17.2094750976562
SNRPD3	IPI00017964	TOP2A	IPI00478232	17.2094750976562
GNB2L1	IPI00641950	EIF4G2	IPI00015952	17.2094750976562
RNPS1	IPI00033561	CSNK2A1	IPI00016613	17.2094750976562
XPO1	IPI00298961	CSE1L	IPI00022744	17.18
MCM3	IPI00013214	FEN1	IPI00026215	17.170849609375
CASP3	IPI00292140	BARD1	IPI00017746	17.1670751953125
STAT5B	IPI00103415	TRADD	IPI00018744	17.1670751953125
KPNA2	IPI00002214	BARD1	IPI00017746	17.1670751953125
DDX3Y	IPI00293616	EIF4G2	IPI00015952	17.1574499511719
WASPIP	IPI00552369	NCK2	IPI00306531	17.1574499511719
WASPIP	IPI00552369	GRAP2	IPI00026928	17.1574499511719
SYNCRIP	IPI00018140	SNRP70	IPI00290204	17.1574499511719
SNRP70	IPI00290204	EIF4G2	IPI00015952	17.1574499511719
H3F3A	IPI00219038	HIST3H3	IPI00216402	17.1574499511719
SNAP23	IPI00010438	STXBP3	IPI00297626	17.1478002929687
SUMO3	IPI00299147	SAE1	IPI00033130	17.1478002929687
PLK1	IPI00021248	DHX8	IPI00031508	17.1392248535156
PRKCE	IPI00024539	SH3KBP1	IPI00294962	17.1392248535156
SMC1L1	IPI00291939	NIPBL	IPI00436632	17.1392248535156
KIAA0690	IPI00101186	MKI67IP	IPI00154590	17.1392248535156
NIPBL	IPI00436632	CSPG6	IPI00219420	17.1392248535156
EFNA3	IPI00005123	EPHB4	IPI00289342	17.1223254394531
CDC7	IPI00448121	KIT	IPI00022296	17.1209997558594
HLA-C	IPI00642409	BRAF	IPI00303797	17.1209997558594
STAT5A	IPI00030783	TNFRSF1A	IPI00018880	17.1209997558594
SGK	IPI00297590	SGK3	IPI00655852	17.11875
DDX3X	IPI00215637	PABPC4	IPI00012726	17.11875
HCLS1	IPI00026156	FXR1	IPI00016249	17.11875
RPA2	IPI00013939	PABPC4	IPI00012726	17.11875
PRKCA	IPI00385449	CALM2	IPI00075248	17.11875
PRKCA	IPI00385449	CDK5	IPI00023530	17.11875
PRKCA	IPI00385449	SIPA1L1	IPI00413362	17.11875
RPS6KB1	IPI00216132	HSP90AA1	IPI00604607	17.11875
CDK2	IPI00031681	SNF1LK2	IPI00465291	17.11875
YWHAB	IPI00216318	DOK1	IPI00015287	17.11875
ETV6	IPI00013159	H3F3A	IPI00219038	17.11875
CRKL	IPI00004839	FXR1	IPI00016249	17.11875
PIK3CG	IPI00292690	RGS19	IPI00028108	17.11875
STAT5B	IPI00103415	GTF2B	IPI00022820	17.11875
RASA3	IPI00032267	RAPGEF6	IPI00337694	17.11875
PDK1	IPI00014831	NEK9	IPI00301609	17.11875
PKN2	IPI00002804	SGK3	IPI00655852	17.11875
NEK9	IPI00301609	CHC1	IPI00001661	17.11875
WASL	IPI00011676	PRKAA1	IPI00011891	17.1175
PLD2	IPI00024727	NCF1	IPI00472396	17.1175
PLD2	IPI00024727	MPP6	IPI00303280	17.1175
WASPIP	IPI00552369	ABL1	IPI00216969	17.1175
ABL1	IPI00216969	WAS	IPI00001545	17.1175
LHB	IPI00000854	CGB	IPI00000870	17.1175
ERBB2	IPI00300384	PTPRJ	IPI00290328	17.1175
CFI	IPI00291867	EFNB2	IPI00005126	17.1175
INSR	IPI00025803	IFNAR1	IPI00012877	17.1175
INSR	IPI00025803	MPL	IPI00027637	17.1175
ELA2	IPI00027769	HP	IPI00641737	17.1175
PDGFRB	IPI00015902	MPL	IPI00027637	17.1175
KIT	IPI00022296	HLA-DMB	IPI00000793	17.1175
F3	IPI00010338	KDR	IPI00021396	17.1175
NCK1	IPI00028065	GAB1	IPI00031068	17.1175
FLT1	IPI00018335	C3	IPI00164623	17.1175
MAPK3	IPI00018195	CEBPA	IPI00292025	17.1175
MAPK3	IPI00018195	SRC	IPI00641230	17.1175
DUSP1	IPI00003928	IRS1	IPI00019471	17.1175
CRKL	IPI00004839	IRS2	IPI00464978	17.1175
CENPA	IPI00027152	HIST1H4A	IPI00453473	17.1175
CCNH	IPI00021305	E2F1	IPI00005630	17.1175
CCNH	IPI00021305	H1FX	IPI00021924	17.1175
RRAD	IPI00375333	RIN1	IPI00014454	17.1175
FABP5	IPI00007797	DOK1	IPI00015287	17.1175
SMAD2	IPI00019548	GRLF1	IPI00477498	17.1175
SUMO3	IPI00299147	SUMO2	IPI00299149	17.1167248535156
PSMB7	IPI00003217	PSMB4	IPI00556607	17.1167248535156
AKR7A2	IPI00305978	FYN	IPI00219012	17.1117004394531
WASPIP	IPI00552369	PKN3	IPI00413780	17.1117004394531
BUB3	IPI00013468	MBD3	IPI00439194	17.1117004394531
RPS6KA4	IPI00022536	JUN	IPI00008965	17.1117004394531
RPS6KA4	IPI00022536	JUNB	IPI00013439	17.1117004394531
FOS	IPI00033008	STAT1	IPI00030781	17.1117004394531
FOS	IPI00033008	SOX8	IPI00299069	17.1117004394531
JUN	IPI00008965	STAT1	IPI00030781	17.1117004394531
JUN	IPI00008965	PRKACA	IPI00396630	17.1117004394531
FYN	IPI00219012	ATR	IPI00412298	17.1117004394531
CSF1R	IPI00011218	ATP2A2	IPI00219078	17.1117004394531
PDGFRB	IPI00015902	ATP2A2	IPI00219078	17.1117004394531
KIT	IPI00022296	ATP2A2	IPI00219078	17.1117004394531
FOSL2	IPI00011593	STAT1	IPI00030781	17.1117004394531
FOSL2	IPI00011593	SOX8	IPI00299069	17.1117004394531
PDGFRA	IPI00027721	ADAM33	IPI00079482	17.1117004394531
JUNB	IPI00013439	STAT1	IPI00030781	17.1117004394531
JUNB	IPI00013439	PRKACA	IPI00396630	17.1117004394531
BRD2	IPI00014414	STAT1	IPI00030781	17.1117004394531
STAT1	IPI00030781	HES1	IPI00030964	17.1117004394531
WAS	IPI00001545	ELMO1	IPI00219532	17.1117004394531
IQGAP1	IPI00009342	PARD6A	IPI00027217	17.1117004394531
IQGAP1	IPI00009342	PHKG1	IPI00220396	17.1117004394531
PLK1	IPI00021248	CDC6	IPI00014575	17.1117004394531
RANBP5	IPI00329200	SYNCRIP	IPI00018140	17.092900390625
RANBP5	IPI00329200	PABPC4	IPI00012726	17.092900390625
RPA1	IPI00020127	MCM4	IPI00018349	17.092900390625
RPA1	IPI00020127	ORC2L	IPI00013216	17.092900390625
RFC4	IPI00017381	YBX1	IPI00031812	17.092900390625
RFC5	IPI00031514	YBX1	IPI00031812	17.092900390625
RFC3	IPI00031521	YBX1	IPI00031812	17.092900390625
IARS	IPI00644127	JTV1	IPI00011916	17.092900390625
ORC1L	IPI00013215	MCM6	IPI00031517	17.092900390625
SF3B3	IPI00300371	TAF5	IPI00298925	17.092900390625
HNRPR	IPI00012074	SNRP70	IPI00290204	17.0803002929688
HNRPR	IPI00012074	PABPC1	IPI00008524	17.0803002929688
NARS	IPI00306960	MDN1	IPI00167941	17.0803002929688
EIF5B	IPI00299254	EIF1AX	IPI00232533	17.0803002929688
KIAA0788	IPI00420014	SNRPF	IPI00220528	17.0803002929688
SNRP70	IPI00290204	NCBP2	IPI00183500	17.0803002929688
SNRPA	IPI00012382	UPF2	IPI00300504	17.0803002929688
HSPA5	IPI00003362	SEC63	IPI00218922	17.0803002929688
EEF2	IPI00186290	SCYE1	IPI00006252	17.0803002929688
RAN	IPI00643041	TNPO1	IPI00024364	17.0803002929688
CDH3	IPI00216677	APC2	IPI00025190	17.0663000488281
TAF4	IPI00413755	TAF5	IPI00298925	17.0528747558594
RANBP5	IPI00329200	NUTF2	IPI00009901	17.0528747558594
RANBP5	IPI00329200	NUP50	IPI00026940	17.0528747558594
LSM1	IPI00004436	COPA	IPI00295857	17.0528747558594
LSM1	IPI00004436	RBBP4	IPI00328319	17.0528747558594
ARPC1B	IPI00005160	LSM6	IPI00001146	17.0528747558594
EIF3S4	IPI00290460	KIAA0117	IPI00181617	17.0528747558594
EIF3S4	IPI00290460	SFRS3	IPI00010204	17.0528747558594
RECQL4	IPI00014925	SNRPD1	IPI00302850	17.0528747558594
JUNB	IPI00013439	CEBPG	IPI00022208	17.0528747558594
EIF2S2	IPI00021728	EIF1AX	IPI00232533	17.0528747558594
EEF1B2	IPI00178440	LARS	IPI00103994	17.0528747558594
RPA1	IPI00020127	CDC6	IPI00014575	17.0528747558594
MCM5	IPI00018350	GTF2B	IPI00022820	17.0528747558594
MCM5	IPI00018350	ORC1L	IPI00013215	17.0528747558594
MCM7	IPI00299904	TFDP1	IPI00029095	17.0528747558594
RFC4	IPI00017381	RUVBL2	IPI00009104	17.0528747558594
EIF2S3	IPI00297982	EIF1AX	IPI00232533	17.0528747558594
WDR68	IPI00006754	LSM2	IPI00032460	17.0528747558594
