P07278
P20051
P52910
Q12354
Q12133
P54964
Q07915
P36172
P36133
P35994
P36053
P28707
P47132
P40577
P40563
P40493
P89114
P38777
P17076
P40107
P53080
P53085
P53162
P53179
Q00684
P43556
P16387
Q02771
P39941
P51402
Q04083
Q03976
Q12426
Q04344
P0C2H8
Q12408
P25574
P33313
P36531
P38244
P34224
P39551
P39707
P13587
P31373
P24814
P39561
P87281
Q06644
P47035
P46991
P05753
Q08687
Q12444
P46961
P32770
P53278
P53239
P32495
Q12046
P39968
P38169
P06197
Q07747
P47065
Q12185
P38061
Q12021
P22336
P34215
P38113
P38125
Q07500
P47186
P39954
P43618
P43623
P53128
P53079
P38074
P32493
Q12218
O13518
P38616
P15565
Q03913
P13663
Q12464
Q12128
P53735
P07170
P33300
Q12086
Q12420
P50943
P53211
P47190
P42947
Q12505
Q06580
Q02895
P40154
P53907
P50106
P38287
P38082
P40026
Q12072
Q08001
P18961
P87274
P17121
Q06338
P31115
O13569
Q03205
Q04562
P14020
Q06675
Q04053
Q03305
Q12297
P40034
P27809
P43592
P21623
P25603
P40054
P39952
Q04599
Q07530
Q02685
Q12091
Q12352
Q07355
Q07362
P07255
P40993
P40057
P43578
P43622
P53223
P38843
P40461
P38932
P32609
Q07896
Q04773
Q06325
P50273
Q06333
Q06344
Q06350
P40335
Q08906
P43621
P47134
Q04062
Q04069
P21651
Q03338
Q03370
P40463
P40960
P53252
P38325
P48813
P40003
P53158
P39995
P21373
P32621
P39931
P32449
P32613
Q03010
P38998
P39981
P39924
P50277
P47020
P38231
P32571
P28263
P53008
Q01163
P53254
P38752
P47010
P35735
P32901
P49435
P38993
Q04487
P32048
P53895
P53833
P25040
Q08213
Q08241
P02992
Q08601
Q01926
Q08911
Q08285
P42939
P39101
P36159
Q08915
Q12211
Q06493
Q08921
P32791
P25568
P49018
Q03088
P40050
P49704
P38292
P38141
P38142
P32771
P49626
Q06640
P53183
P53137
P49723
P42942
P47146
P36153
P53737
Q12143
P54858
P40065
Q08651
Q08728
Q08756
Q08958
P08593
Q12207
P40055
Q12069
P43636
P35731
P32644
P40080
P40085
P39944
P40088
P36096
P10356
P10355
P43575
Q02864
P46959
P40101
P43581
P53294
P25374
Q06543
P06842
P43570
P43567
P43562
P43551
O13578
P43587
P04039
Q12262
P23337
P39003
P87270
P35195
Q05611
P28584
Q12691
P47176
P40035
P38265
O13567
P40532
Q07535
P17695
Q02969
P00890
Q04412
Q04433
P39932
Q03049
P38800
P04801
P40025
P04806
P53342
P40510
P10849
P43591
Q08237
P53214
P53259
P53287
P53324
P38701
Q12140
Q02770
P53909
P46949
P32902
Q99186
P19955
P47011
P53860
P53188
P32781
P53146
P53143
Q12172
P53121
P22855
Q12292
P53750
P40525
P53070
P53061
P47092
P53202
P53203
P53207
P33203
Q12058
Q12029
P48836
P53233
Q02783
P53235
P53241
P05735
Q02721
P40260
P53317
P48361
P05740
P49090
P48234
P48236
P38590
P53288
P53292
P53388
P32893
Q07376
P00724
P40988
P32340
P40106
P53892
P33330
Q02786
P50079
Q08912
P53314
Q12225
P53732
P53327
P53331
P32527
Q12318
P13434
Q99188
P38740
P38758
P38705
P53141
Q99260
Q06139
Q06144
P40161
P38297
P00560
Q06704
P36165
P43537
P38786
P38787
P38829
P38695
P25359
P38822
Q99190
Q12135
P04451
P53246
P06775
Q12379
Q07949
P40574
Q12171
P87266
P40466
Q03508
P53616
Q04004
P33751
P43599
P43617
P05743
P38773
P53726
Q07629
P40353
Q03208
P27515
P16451
P42941
P22803
P38707
Q12025
P41910
P39563
P38252
P23900
Q07648
Q12421
P14682
Q12454
Q05530
P40068
P40097
P46993
P46986
P0C0W1
P36060
P25656
P53135
P32588
P53129
P52490
P43604
P53111
P40542
P40537
P47119
P36064
Q02486
Q7LIF2
P38958
P37296
P46956
P46973
Q02890
Q12243
P38041
Q03788
P53193
P14120
P53219
P53264
P40187
P07266
P47050
P40366
Q12130
P47977
P53427
Q03102
P32462
Q12442
P22140
P40422
P38682
P38849
P38858
P38860
P00925
P04819
P38828
P20459
Q12246
P38884
P38698
Q05015
P53728
Q08816
P40308
P38256
P38293
P32945
P38152
P25373
Q04120
P40516
P40497
P40492
P32461
P25045
P40483
P15303
P38907
P22148
P40474
P40572
P46944
P47077
P38741
P40361
Q04398
P53057
P40360
P40359
P47033
P46984
Q06630
Q01939
P19812
P27636
P34244
P25342
P47086
P53181
P47101
P39725
P38300
P53951
P53867
P29311
P21657
P17505
P41832
P38631
P06781
P40965
P53231
Q03558
P32573
P38272
P32492
Q12216
P36080
P50111
P08964
P38324
P53894
Q12244
P38836
P40482
P09938
P53973
P38268
P47073
P20840
P02557
P53541
P38825
P32904
P40484
P40454
Q03653
Q12017
P53045
P47085
P37298
Q03941
P36421
P38834
P27614
P32597
P38856
Q12004
P35169
P21705
P31377
P27472
Q02100
P53150
Q02825
O74700
P38991
P32479
P32591
P32480
Q05359
P39704
P00175
P32641
Q99394
P43682
P38968
Q06632
P42841
P34216
Q03862
P40069
P46673
P32367
P39705
P11484
Q02932
P89102
Q02767
P53152
P32849
P38881
Q08096
P47045
Q06032
Q04675
P40987
Q01590
P24719
P34110
P02994
Q92331
P40541
Q04002
Q12158
P28791
P25604
P15646
Q6Q547
Q12499
P20604
P21801
P33421
P32558
P32447
Q06639
P49956
P07276
P06103
P38249
P32559
P35207
P40856
P00445
P38228
P38931
P25390
Q04359
Q12038
Q07688
P32319
P38929
Q12071
Q12432
Q02208
P32341
P20795
P36015
P53197
Q05949
P47058
P46957
P46681
P31385
P40564
P54860
Q07921
P41814
P06844
Q03280
Q02931
P36130
P43569
P38814
P43601
Q04958
P11938
P10964
Q03125
Q08723
P32867
P50090
P21965
P20134
P38915
P17442
Q06449
P39107
P53212
Q12151
P17629
P53552
P39732
P35845
P53046
P40494
P40453
P36037
P36119
P13186
Q12043
P53142
P53947
P00950
Q08673
P15274
Q06108
P41544
P38351
Q12168
Q04003
P46678
P40327
P47061
Q08873
P08458
P14742
P39692
P16861
P38788
Q08444
Q12466
P08524
Q08235
P53914
P25586
Q12522
P33202
P07283
P35182
P30665
P32528
Q03940
P47100
P38011
Q03921
Q12734
P26448
P10081
Q12494
P20049
Q07533
P53941
P36150
P40317
P14126
P53960
Q04835
P38077
P53950
Q04373
P39077
P53119
P09436
P53861
Q12427
Q08496
Q03690
P53961
P28817
P38779
P33399
P53163
P47019
P53978
P04840
P38755
P39987
P25294
P24276
P50101
P32582
Q07657
P38774
P05694
P10127
P38891
P32797
Q12398
P07806
P26309
P23542
P07260
P53883
Q08975
P38352
P40413
Q05979
P24783
Q05022
P38789
P40010
P51534
P41735
P37012
P36010
P14747
P23394
Q01560
P32328
P38719
P21524
Q07505
Q12389
Q08208
P34241
P34252
P14832
P15424
P36160
Q12230
Q12754
Q12159
Q03957
P43583
P38333
P38797
P53086
Q06631
P06738
P40078
P40496
P47120
P31383
P41810
P00937
P38861
P30606
Q12024
P36139
Q06337
P39079
P38879
Q05931
Q07963
P53136
P23776
P40007
P27692
P39521
P41813
P31374
Q07478
O13539
P51996
P38323
P40215
P38911
P53261
Q12276
