From	To
P53316	sce:YGR250C
P19735	sce:YBR055C
Q02354	sce:YDR449C
P22141	sce:YER012W
P38873	sce:YHR186C
P05030	sce:YGL008C
P11154	sce:YGL062W
P38886	sce:YHR200W
P18412	sce:YBR083W
P42838	sce:YNL323W
Q08387	sce:YOR005C
P53117	sce:YGL146C
Q03942	sce:YDR198C
P16550	sce:YCL050C
P41318	sce:YNL006W
P32333	sce:YPL082C
P39730	sce:YAL035W
P22134	sce:YER142C
P20484	sce:YKL021C
P40991	sce:YNL061W
P38111	sce:YBR136W
P36008	sce:YKL081W
P19158	sce:YOL081W
P10507	sce:YLR163C
P40354	sce:YJR062C
P31378	sce:YAL015C
P32892	sce:YLL008W
P00427	sce:YHR051W
P00817	sce:YBR011C
Q12236	sce:YOL100W
P04912	sce:YBL003C
P23595	sce:YDL188C
P53130	sce:YGL121C
P32345	sce:YDR075W
P38148	sce:YBR276C
Q08972	sce:YPL226W
P15179	sce:YPL104W
Q05778	sce:YLR199C
P14065	sce:YOR120W
P15180	sce:YDR037W
P30620	sce:YMR137C
P38427	sce:YML100W
Q03785	sce:YDR247W
P16622	sce:YOR176W
Q02159	sce:YMR022W
P53879	sce:YNL180C
Q08438	sce:YOR054C
P00958	sce:YGR264C
Q03081	sce:YPL038W
P43564	sce:YFL034W
P38885	sce:YHR199C
Q03648	sce:YMR209C
P34227	sce:YBL064C
Q04372	sce:YMR028W
P29952	sce:YER003C
P40513	sce:YIL070C
P22470	sce:YDR143C
P53286	sce:YGR142W
P47098	sce:YJR027W
Q00055	sce:YDL022W
P41911	sce:YOL059W
P32844	sce:YIL068C
P39735	sce:YAL027W
P08417	sce:YPL262W
P32264	sce:YDR300C
Q01454	sce:YPR135W
P34223	sce:YBL058W
Q08215	sce:YOL044W
P32316	sce:YBL015W
P19414	sce:YLR304C
Q12749	sce:YLR383W
P32634	sce:YER132C
P53912	sce:YNL134C
P26637	sce:YPL160W
Q03264	sce:YMR285C
P22276	sce:YOR207C
P53064	sce:YGL244W
P06634	sce:YOR204W
P06168	sce:YLR355C
P31116	sce:YJR139C
P25333	sce:YCR008W
P27476	sce:YGR159C
P04076	sce:YHR018C
P36041	sce:YKL204W
P08431	sce:YBR018C
P16547	sce:YIL136W
P13259	sce:YGR202C
Q04894	sce:YMR318C
P22768	sce:YOL058W
P36007	sce:YKL218C
P38114	sce:YBR150C
P38013	sce:YLR109W
P40043	sce:YER067W
P36016	sce:YKL073W
P53196	sce:YGL004C
Q06506	sce:YPR137W
P32327	sce:YBR218C
P36114	sce:YKR018C
Q06490	sce:YPR121W
P39966	sce:YER089C
P32863	sce:YGL163C
P38622	sce:YGL158W
P14291	sce:YLR263W
P32787	sce:YJR144W
Q12050	sce:YOR144C
P38708	sce:YHR020W
P38271	sce:YBR129C
P38174	sce:YBL091C
Q02961	sce:YPL113C
P40561	sce:YIR001C
P41808	sce:YPR054W
P37302	sce:YBR286W
Q02642	sce:YPL037C
P07284	sce:YDR023W
P22203	sce:YOR332W
Q12325	sce:YLR092W
P36146	sce:YKR063C
P34164	sce:YGL208W
P22146	sce:YMR307W
P12684	sce:YLR450W
Q04279	sce:YMR086W
P39518	sce:YER015W
P38792	sce:YHR069C
P38009	sce:YMR120C
P16120	sce:YCR053W
Q03640	sce:YML072C
P25719	sce:YML078W
P32471	sce:YAL003W
Q12083	sce:YPL164C
P53916	sce:YNL128W
Q07878	sce:YLL040C
P05986	sce:YKL166C
Q12338	sce:YLR154C
P36168	sce:YKR096W
P47047	sce:YJL050W
P47002	sce:YJL156C
P40534	sce:YIL037C
P41338	sce:YPL028W
P53201	sce:YGR002C
Q05911	sce:YLR359W
P15625	sce:YFL022C
P15703	sce:YGR282C
P52491	sce:YLR306W
P36148	sce:YKR067W
P39928	sce:YIL147C
P40825	sce:YOR335C
Q08961	sce:YPL208W
P38882	sce:YHR196W
Q08923	sce:YPL181W
P21576	sce:YKR001C
P38197	sce:YBL036C
P38191	sce:YBL049W
P32580	sce:YPL029W
Q08217	sce:YOL045W
P38319	sce:YBR223C
P38109	sce:YBR139W
P39962	sce:YER123W
P39526	sce:YJL207C
P41816	sce:YPL171C
P36019	sce:YNL093W
P40547	sce:YIL017C
P53076	sce:YGL227W
P53209	sce:YGR016W
Q07381	sce:YDL060W
P53192	sce:YGL020C
Q12510	sce:YDL156W
P13711	sce:YGL205W
P39967	sce:YER098W
P53226	sce:YGR041W
Q06668	sce:YDR316W
Q05498	sce:YDR339C
P53743	sce:YNR054C
Q06132	sce:YLR336C
P40028	sce:YER041W
P43597	sce:YFR016C
P00815	sce:YCL030C
Q06409	sce:YLR422W
P53156	sce:YGL081W
P32642	sce:YER174C
Q07825	sce:YLL029W
Q06511	sce:YPR143W
Q99271	sce:YLR138W
P36049	sce:YKL172W
P40362	sce:YJL069C
Q06078	sce:YLR409C
P40355	sce:YJR061W
P53598	sce:YOR142W
Q12100	sce:YDL025C
P47005	sce:YJL149W
Q12523	sce:YPL247C
P36113	sce:YKR017C
P08566	sce:YDR127W
P33333	sce:YDL052C
P39721	sce:YAL049C
P43550	sce:YFL053W
P38112	sce:YBR142W
P19263	sce:YLR071C
P40208	sce:YMR135C
P19658	sce:YJL085W
P53326	sce:YGR266W
P38241	sce:YBR065C
P38712	sce:YHR065C
P32386	sce:YLL048C
Q03722	sce:YML020W
Q06001	sce:YLR238W
Q06152	sce:YLR271W
Q12347	sce:YLR097C
Q06287	sce:YLR186W
P40019	sce:YER030W
Q12220	sce:YLR129W
Q06164	sce:YLR320W
P25628	sce:YCR048W
Q06436	sce:YLR427W
P38088	sce:YBR121C
Q03714	sce:YML029W
P36775	sce:YBL022C
Q12161	sce:YOL054W
P53897	sce:YNL157W
P31380	sce:YAL019W
Q04636	sce:YML069W
Q99247	sce:YOL087C
P46943	sce:YLR289W
Q12003	sce:YPL236C
Q12531	sce:YPR015C
Q12265	sce:YOL061W
P38331	sce:YBR242W
P39992	sce:YEL023C
P38710	sce:YHR046C
Q06834	sce:YPR093C
P38805	sce:YHR088W
P04046	sce:YMR300C
P35181	sce:YLR170C
P07347	sce:YHR013C
P32608	sce:YGL252C
P39104	sce:YNL267W
P39960	sce:YER155C
P53313	sce:YGR245C
P38996	sce:YPL190C
P21826	sce:YIR031C
P21771	sce:YDR337W
Q03654	sce:YMR213W
P49955	sce:YMR288W
P52868	sce:YGL128C
P53333	sce:YGR278W
P22202	sce:YER103W
P38360	sce:YBR295W
P40340	sce:YGR270W
P38634	sce:YLR079W
P10080	sce:YHL034C
Q06554	sce:YLR247C
P36167	sce:YKR091W
P13185	sce:YDR122W
P12945	sce:YDL040C
P04037	sce:YGL187C
P20448	sce:YJL033W
P25386	sce:YDL058W
P10659	sce:YLR180W
Q08965	sce:YPL217C
P53859	sce:YNL232W
P00424	sce:YNL052W
P38859	sce:YHR164C
Q04217	sce:YMR128W
Q02773	sce:YML091C
P39715	sce:YAL059W
P43572	sce:YFL024C
P53930	sce:YNL107W
P40961	sce:YGR132C
Q04651	sce:YML067C
P39727	sce:YAL042W
Q03103	sce:YML130C
P09440	sce:YBR084W
P06169	sce:YLR044C
Q03214	sce:YMR176W
P40061	sce:YER093C
Q12373	sce:YLL022C
Q06412	sce:YLR425W
P53843	sce:YNL265C
P38144	sce:YBR245C
Q02206	sce:YKR008W
Q08119	sce:YOL017W
P53125	sce:YGL133W
P41807	sce:YPR036W
P40024	sce:YER036C
P25382	sce:YCR072C
P53145	sce:YGL099W
P40970	sce:YDR062W
P39993	sce:YEL022W
P07264	sce:YGL009C
P25567	sce:YCL037C
P40890	sce:YJL222W
P43596	sce:YFR013W
P36070	sce:YKL125W
P07702	sce:YBR115C
Q05518	sce:YDR348C
Q02884	sce:YPL101W
P00924	sce:YGR254W
P43561	sce:YFL041W
P53037	sce:YGR170W
P42826	sce:YGR194C
P36520	sce:YNL284C
Q06090	sce:YPR100W
P26754	sce:YNL312W
P36516	sce:YMR024W
P38628	sce:YEL058W
P28005	sce:YAL033W
P18409	sce:YAL010C
P53875	sce:YNL185C
P51998	sce:YML025C
Q03723	sce:YML019W
P48363	sce:YGR078C
P12695	sce:YNL071W
Q03308	sce:YPL045W
P38630	sce:YOR217W
P38291	sce:YBR167C
Q06678	sce:YDR322W
P29469	sce:YBL023C
P32590	sce:YBR169C
Q12321	sce:YPR070W
P40508	sce:YIL077C
P12686	sce:YGR084C
P33759	sce:YBR251W
Q03246	sce:YMR188C
P36526	sce:YBR282W
Q08647	sce:YOR243C
P25642	sce:YCR071C
P12687	sce:YNL005C
P36533	sce:YML009C
P19956	sce:YMR225C
P36519	sce:YDR237W
P31334	sce:YGR220C
P22354	sce:YKR085C
P23369	sce:YGR076C
P53874	sce:YNL186W
Q06321	sce:YLR189C
O14464	sce:YPL183W-A
P38783	sce:YHR059W
O75012	sce:YDL045W-A
P28778	sce:YKL003C
P38175	sce:YBL090W
Q08622	sce:YOR205C
P53256	sce:YGR095C
Q03782	sce:YDR240C
Q05900	sce:YLR298C
P40468	sce:YIL129C
P11633	sce:YBR089C-A
P38344	sce:YBR267W
P36517	sce:YLR439W
Q03799	sce:YMR158W
P10662	sce:YDR347W
P47141	sce:YJR101W
P54885	sce:YOR323C
P38205	sce:YBL024W
P41812	sce:YNL221C
P35728	sce:YKL059C
Q12532	sce:YPL009C
P36527	sce:YDR462W
P22353	sce:YJL063C
P53866	sce:YNL224C
Q03735	sce:YML117W
Q04867	sce:YMR310C
P53538	sce:YNL222W
Q08960	sce:YPL207W
P53114	sce:YGL151W
P46669	sce:YOR340C
P34087	sce:YDR404C
P20436	sce:YOR224C
P53617	sce:YNL251C
Q12680	sce:YDL171C
P37292	sce:YBR263W
P05736	sce:YFR031C-A
P05736	sce:YIL018W
Q02792	sce:YOR048C
P45818	sce:YGL171W
P48743	sce:YLR176C
P21538	sce:YBR049C
P43535	sce:YFR009W
P22007	sce:YDL090C
Q04740	sce:YMR234W
P35996	sce:YKL170W
Q07532	sce:YDL115C
P22219	sce:YBR097W
Q08553	sce:YOR179C
P38089	sce:YBR125C
P17890	sce:YNL151C
P47076	sce:YJL011C
P12709	sce:YBR196C
P53096	sce:YGL194C
P46995	sce:YJL168C
P36124	sce:YKR029C
P39078	sce:YDL143W
P40204	sce:YFL017W-A
P20424	sce:YPR088C
P38687	sce:YPL243W
P38688	sce:YPL210C
P32589	sce:YPL106C
Q12487	sce:YOR150W
P36036	sce:YKL214C
P48415	sce:YPL085W
P29478	sce:YML105C
Q02455	sce:YKR095W
Q12348	sce:YOL117W
P53600	sce:YPL010W
P47130	sce:YJR084W
P53165	sce:YGL066W
P38985	sce:YDL092W
P23293	sce:YPR161C
P42842	sce:YNL313C
P38355	sce:YBR287W
P00942	sce:YDR050C
P29547	sce:YPL048W
P34111	sce:YAL001C
Q12308	sce:YPL007C
P23254	sce:YPR074C
P25303	sce:YMR214W
P07866	sce:YAL024C
P40434	sce:YIL177C
Q04806	sce:YMR251W
Q06673	sce:YLR436C
P33332	sce:YER008C
P52892	sce:YDR111C
P43593	sce:YFR010W
P47104	sce:YJR033C
P16140	sce:YBR127C
P28003	sce:YAL034C
P39719	sce:YAL053W
P53094	sce:YGL197W
P40160	sce:YNL207W
Q99216	sce:YOR145C
Q07458	sce:YDL076C
P39990	sce:YEL026W
P53049	sce:YGR281W
P32898	sce:YDR430C
Q06512	sce:YPR144C
P53260	sce:YGR102C
P47039	sce:YJL060W
P47089	sce:YJR014W
P40084	sce:YER139C
Q07844	sce:YLL034C
P14540	sce:YKL060C
Q06407	sce:YDR379W
P53276	sce:YGR128C
Q05021	sce:YMR227C
P34072	sce:YNL076W
Q03784	sce:YDR246W
Q12463	sce:YOL124C
P40969	sce:YMR168C
P36104	sce:YKL018W
P38337	sce:YBR258C
P53685	sce:YOL068C
Q12192	sce:YOR279C
P46676	sce:YDR310C
P38153	sce:YBR288C
O14467	sce:YOR298C-A
P25579	sce:YCL051W
P32905	sce:YGR214W
Q06676	sce:YDR319C
P39531	sce:YJL204C
Q03956	sce:YDR202C
P48510	sce:YMR276W
O13563	sce:YLR421C
P43605	sce:YFR027W
Q04264	sce:YMR076C
P48559	sce:YNL304W
P38637	sce:YIR011C
P21957	sce:YHL020C
P26798	sce:YDR123C
P17883	sce:YPR189W
Q04847	sce:YMR258C
Q08109	sce:YOL013C
P38766	sce:YHR031C
P41912	sce:YOL110W
P57744	sce:YJR135W-A
P53299	sce:YGR181W
Q02939	sce:YPL122C
Q02776	sce:YPL063W
Q06340	sce:YDR363W
P00431	sce:YKR066C
P40341	sce:YMR089C
P32915	sce:YLR378C
P39717	sce:YAL056W
P40343	sce:YNR006W
Q08749	sce:YOR297C
P38283	sce:YBR156C
P12351	sce:YLR256W
P12683	sce:YML075C
P00410	sce:Q0250
P38273	sce:YBR131W
P07390	sce:YNR045W
P53378	sce:YLR212C
P40005	sce:YEL003W
P25580	sce:YCL052C
P33400	sce:YHL027W
P38760	sce:YHR015W
Q03661	sce:YMR219W
Q12009	sce:YDL201W
P16664	sce:YDR137W
Q02805	sce:YOR018W
P53298	sce:YGR179C
P35201	sce:YKL089W
P32387	sce:YDR405W
Q08245	sce:YOL109W
P33323	sce:YHR157W
P28795	sce:YDR329C
Q05568	sce:YDR265W
Q04370	sce:YMR026C
P53551	sce:YPL127C
P50275	sce:YOR058C
P38735	sce:YHL035C
P47114	sce:YJR054W
Q12048	sce:YPL250C
P53819	sce:YNL339C
P53836	sce:YNL278W
Q06266	sce:YLR183C
Q04383	sce:YDR501W
Q08981	sce:YPL267W
P33306	sce:YER167W
P38909	sce:YOR037W
P23179	sce:YHL022C
P38928	sce:YIL140W
P47116	sce:YJR059W
P53071	sce:YGL235W
Q05812	sce:YLR219W
P38721	sce:YHL050C
Q12416	sce:YOR083W
Q04930	sce:YDR223W
Q12369	sce:YLL003W
P34233	sce:YKL185W
Q12057	sce:YOR104W
P28743	sce:YPL155C
P47136	sce:YJR092W
Q05854	sce:YLR278C
P42839	sce:YNL321W
Q08236	sce:YOL078W
P32504	sce:YGR140W
Q03071	sce:YPL046C
P32445	sce:YCR028C-A
Q03619	sce:YER160C
P40456	sce:YIL151C
Q06497	sce:YPR128C
P26188	sce:YDL200C
Q03612	sce:YER138C
P03875	sce:Q0050
Q03964	sce:YDR170W-A
Q02979	sce:YPL110C
Q06011	sce:YLR390W
P47023	sce:YJL114W
P38286	sce:YBR159W
P41815	sce:YDR046C
P53344	sce:YGR295C
P39546	sce:YAR023C
P39552	sce:YAR033W
P38819	sce:YHR110W
P38195	sce:YBL043W
Q12260	sce:YBL100W-A
P38143	sce:YBR244W
P53915	sce:YNL129W
P39548	sce:YAR028W
P35206	sce:YBR036C
Q12450	sce:YOR016C
P46965	sce:YJR010C-A
P31381	sce:YAL022C
P31382	sce:YAL023C
P38988	sce:YDL198C
P38776	sce:YHR048W
P00425	sce:YIL111W
P40578	sce:YIR033W
Q12256	sce:YOR273C
P50276	sce:YGR055W
P39103	sce:YML129C
P29465	sce:YBR023C
Q12344	sce:YPL249C
P25383	sce:YCL020W
P38084	sce:YBR068C
Q92328	sce:YOL009C
Q12503	sce:YFL002W-A
Q12503	sce:YGR161W-B
Q04257	sce:YML003W
Q04257	sce:YML002W
P16661	sce:YBR110W
P38356	sce:YBR290W
P25639	sce:YCR061W
P37267	sce:YGR174C
P32266	sce:YOR211C
P39540	sce:YJL196C
P25358	sce:YCR034W
Q04121	sce:YDR456W
P38264	sce:YBR106W
P25515	sce:YEL027W
P40548	sce:YIL016W
P40478	sce:YIL114C
P05374	sce:YGR157W
P53954	sce:YNL048W
P47082	sce:YJR001W
P35723	sce:YKL065C
P38250	sce:YBR086C
P40350	sce:YPL227C
P38298	sce:YBR183W
P87284	sce:YDR276C
P07286	sce:YBR243C
P47154	sce:YJR117W
P32842	sce:YPL234C
P25371	sce:YCR011C
P38992	sce:YDR297W
P25340	sce:YGL012W
Q02896	sce:YPL087W
P38358	sce:YBR293W
P38156	sce:YBR298C
P08456	sce:YER026C
P47144	sce:YJR106W
P17261	sce:YCR075C
P25613	sce:YCR010C
P36033	sce:YKL220C
Q08929	sce:YPL189W
P25621	sce:YCR028C
P38221	sce:YBR029C
P39106	sce:YER001W
P32331	sce:YPR058W
P52867	sce:YDL093W
Q99385	sce:YDL128W
P49573	sce:YPR124W
Q12407	sce:YDL199C
Q12424	sce:YDL206W
P38138	sce:YBR229C
P53835	sce:YNL279W
P54854	sce:YDL245C
Q01896	sce:YDR039C
P53273	sce:YGR125W
P18414	sce:YBL040C
P25641	sce:YCR068W
P53337	sce:YGR284C
P53048	sce:YGR289C
Q08986	sce:YPL274W
Q12359	sce:YDR384C
P16151	sce:YDR414C
Q03554	sce:YMR292W
P53306	sce:YGR216C
P40318	sce:YIL030C
P25346	sce:YCR098C
Q05521	sce:YDR284C
Q04399	sce:YDR506C
Q04602	sce:YDR119W
P38799	sce:YHR078W
Q12445	sce:YLR018C
Q04629	sce:YDR126W
P40886	sce:YJL214W
Q12361	sce:YDL035C
P32466	sce:YDR345C
P38301	sce:YBR187W
P43555	sce:YFL048C
P40975	sce:YEL017C-A
P40367	sce:YJL062W
P43542	sce:YFL062W
P53322	sce:YGR260W
P40009	sce:YER005W
Q02725	sce:YPL019C
Q08980	sce:YPL264C
P42946	sce:YJL108C
P40027	sce:YER039C-A
P40027	sce:YER039C
P17064	sce:YER056C
P39709	sce:YAL067C
Q12382	sce:YOR311C
P43585	sce:YFL004W
P43571	sce:YFL025C
P34240	sce:YKL175W
P36107	sce:YKL004W
Q04952	sce:YMR306W
Q08485	sce:YOR071C
P43633	sce:YGL021W
P31755	sce:YGL038C
P32363	sce:YPL175W
P28737	sce:YGR028W
P53386	sce:YPR192W
Q04949	sce:YMR299C
P38921	sce:YNL003C
P53283	sce:YGR138C
P32476	sce:YGR175C
P50080	sce:YGR224W
P33775	sce:YDL095W
P38724	sce:YHL047C
P28627	sce:YMR150C
P38745	sce:YHL017W
P32465	sce:YHR094C
Q08902	sce:YOR378W
P10614	sce:YHR007C
P16603	sce:YHR042W
P38090	sce:YBR132C
Q12396	sce:YLR080W
P53918	sce:YNL125C
P41806	sce:YGR105W
Q07904	sce:YLR004C
P38702	sce:YHR002W
P47159	sce:YJR124C
P42833	sce:YNL318C
P00045	sce:YEL039C
P07143	sce:YOR065W
P40557	sce:YIL005W
P40445	sce:YIL166C
P40501	sce:YIL088C
P40475	sce:YIL120W
P40071	sce:YER113C
P15367	sce:YIR022W
Q03289	sce:YDR459C
P47075	sce:YJL012C
P27810	sce:YOR099W
P40885	sce:YJL219W
Q99252	sce:YOR092W
P47187	sce:YJR161C
Q06551	sce:YLR246W
P36051	sce:YKL165C
P36034	sce:YKL219W
P19145	sce:YKR039W
P36164	sce:YKR088C
P54070	sce:YPL053C
P36173	sce:YKR106W
P11655	sce:YNR026C
Q07824	sce:YLL028W
Q12372	sce:YLL061W
P39742	sce:YLR292C
P32467	sce:YHR092C
P36028	sce:YKR103W
P36028	sce:YKR104W
Q12482	sce:YPR021C
P23585	sce:YMR011W
Q07798	sce:YLL005C
Q08579	sce:YOR192C
Q12675	sce:YDR093W
Q03028	sce:YPL134C
P48233	sce:YNL083W
Q12177	sce:YLL056C
P35724	sce:YKL064W
P06783	sce:YKL178C
P53389	sce:YNR055C
P36062	sce:YKL146W
Q04301	sce:YMR088C
Q03530	sce:YMR274C
P50944	sce:YNL101W
P07213	sce:YNL121C
P40310	sce:YJL093C
P17898	sce:YNL130C
P13134	sce:YNL238W
P53838	sce:YNL275W
P32907	sce:YNR002C
P53629	sce:YNR019W
P53744	sce:YNR056C
P53746	sce:YNR060W
P52924	sce:YNR075W
P38131	sce:YBR199W
Q04013	sce:YMR241W
P33448	sce:YOR045W
P53062	sce:YGL247W
P32798	sce:YOR316C
P46950	sce:YGR197C
P19807	sce:YGL077C
P19516	sce:YPL132W
P53173	sce:YGL054C
P41909	sce:YPL147W
P23833	sce:YBR037C
P53966	sce:YNL029C
Q06593	sce:YPR194C
P33335	sce:YPR198W
O94742	sce:YDR363W-A
Q03096	sce:YIL009C-A
P10962	sce:YAL025C
Q99303	sce:YDR261W-A
P25384	sce:YCL019W
P38876	sce:YHR189W
P40206	sce:YMR132C
Q06346	sce:YDR367W
P15454	sce:YDR454C
P54074	sce:YMR119W
Q99337	sce:YNL054W-B
Q3E7X9	sce:YOR167C
Q03099	sce:YML133C
Q08234	sce:YOL075C
Q03419	sce:YDR492W
P47118	sce:YJR067C
P25578	sce:YCL004W
Q99209	sce:YOR142W-A
Q99209	sce:YPR158W-A
Q05955	sce:YLR227C
Q3E757	sce:YGR085C
P47181	sce:YJR154W
Q7M4S9	sce:YBL113C
Q12193	sce:YBR012W-B
P41733	sce:YLR459W
P08521	sce:YOR302W
Q12007	sce:YOR393W
Q12007	sce:YPL281C
P54115	sce:YPL061W
P53871	sce:YNL191W
O13512	sce:YAL064W-B
Q05123	sce:YMR033W
Q12406	sce:YPR034W
P53628	sce:YNR023W
P53940	sce:YNL077W
P32611	sce:YEL050C
P14284	sce:YPL167C
Q12114	sce:YLR330W
Q6WNK7	sce:YBR111W-A
Q05471	sce:YDR334W
Q05919	sce:YLR360W
P33749	sce:YKL062W
P36054	sce:YKL159C
P39110	sce:YMR138W
Q07794	sce:YLL002W
P32769	sce:YKR084C
Q6B2C0	sce:YCL067C
Q6B2C0	sce:YCR039C
Q3E7X8	sce:YEL077C
Q12182	sce:YOR342C
P0C2I0	sce:YMR242C
P0C2I0	sce:YOR312C
P53849	sce:YNL255C
P19882	sce:YLR259C
P05066	sce:YOR386W
P40072	sce:YER116C
P04173	sce:YCL018W
P04807	sce:YGL253W
Q03306	sce:YDR466W
P25379	sce:YCL064C
P53949	sce:YNL056W
P07149	sce:YKL182W
P05150	sce:YJL088W
Q08224	sce:YOL055C
P41695	sce:YGR188C
P42943	sce:YJL111W
P07259	sce:YJL130C
P46367	sce:YOR374W
Q01649	sce:YMR198W
P08679	sce:YCR005C
P40364	sce:YJL066C
P32801	sce:YKL048C
P22943	sce:YFL014W
Q03020	sce:YPL135W
P07262	sce:YOR375C
P11986	sce:YJL153C
P25846	sce:YHR120W
P22211	sce:YNL183C
P38953	sce:YDR076W
Q04049	sce:YDR419W
P39522	sce:YJR016C
P43616	sce:YFR044C
P43612	sce:YFR040W
P06244	sce:YJL164C
P53127	sce:YGL131C
Q03774	sce:YDR165W
P52492	sce:YOR339C
P15731	sce:YBR082C
P03962	sce:YEL021W
P39702	sce:YAL002W
P25380	sce:YCL048W
Q05580	sce:YDR266C
P53295	sce:YGR173W
P38793	sce:YHR070W
P36009	sce:YKL078W
P36005	sce:YKL161C
P28273	sce:YKL215C
Q01477	sce:YER151C
P34246	sce:YKL098W
P40479	sce:YIL113W
Q12245	sce:YPL144W
Q12214	sce:YPR068C
Q02959	sce:YPL116W
P53224	sce:YGR038W
Q3E790	sce:YBR058C-A
P53840	sce:YNL273W
Q99287	sce:YOR165W
P36039	sce:YKL207W
Q3E840	sce:YBL071W-A
Q06505	sce:YPR133C
P32914	sce:YGR063C
P36040	sce:YKL206C
Q05050	sce:YMR031C
Q03067	sce:YPL047W
P12688	sce:YKL126W
P32660	sce:YER166W
P00729	sce:YMR297W
Q04183	sce:YDR407C
Q03660	sce:YMR218C
P34250	sce:YKL105C
Q12488	sce:YDR013W
Q3E835	sce:YOL086W-A
P53923	sce:YNL119W
P53088	sce:YGL211W
P39722	sce:YAL048C
P53083	sce:YGL219C
P40150	sce:YNL209W
Q01919	sce:YOR233W
Q12146	sce:YOL146W
Q08887	sce:YOR372C
Q12242	sce:YOR138C
Q12509	sce:YLR085C
P48365	sce:YDL234C
P15436	sce:YDL102W
P36012	sce:YKL049C
Q12451	sce:YDL019C
P80967	sce:YPR133W-A
P47133	sce:YJR088C
Q05785	sce:YLR206W
P69771	sce:YKR035W-A
Q12339	sce:YOR004W
P10664	sce:YBR031W
Q00711	sce:YKL148C
P38878	sce:YHR192W
P38857	sce:YHR162W
P38110	sce:YBL088C
P53157	sce:YGL080W
Q04472	sce:YMR115W
P32191	sce:YIL155C
P38717	sce:YNL257C
P38636	sce:YNL259C
P38167	sce:YBL101C
Q04052	sce:YDR421W
Q07938	sce:YLR017W
Q04213	sce:YMR044W
P46958	sce:YJL146W
Q12471	sce:YOL136C
P36166	sce:YKR090W
P53952	sce:YNL050C
P46680	sce:YMR092C
P53012	sce:YGL126W
P32857	sce:YKL039W
P43625	sce:YFR057W
Q04299	sce:YMR087W
P38196	sce:YBL042C
Q99210	sce:YOR111W
P33411	sce:YGR006W
P40560	sce:YIL001W
P46989	sce:YJL178C
P53230	sce:YGR046W
Q03220	sce:YMR180C
Q04893	sce:YMR317W
P53115	sce:YGL150C
P24280	sce:YMR079W
Q04233	sce:YML006C
P38812	sce:YHR100C
P47123	sce:YJR074W
P39533	sce:YJL200C
P34243	sce:YKL017C
P53769	sce:YLR323C
Q07821	sce:YLL027W
P32645	sce:YER180C
P47158	sce:YJR122W
P06208	sce:YNL104C
P38714	sce:YHR091C
P33755	sce:YBR170C
P38855	sce:YHR160C
P32385	sce:YLL046C
Q05610	sce:YDR273W
P40992	sce:YJL025W
P21372	sce:YBR237W
P25381	sce:YCR045C
P38838	sce:YHR134W
Q05947	sce:YLR224W
Q01589	sce:YDR077W
Q00723	sce:YGR075C
P06106	sce:YLR303W
P41835	sce:YPL214C
P43543	sce:YFL061W
P43543	sce:YNL335W
Q03824	sce:YMR163C
Q99344	sce:YPR066W
Q04767	sce:YMR071C
P38067	sce:YBR006W
Q05871	sce:YLR284C
P32567	sce:YMR165C
Q12178	sce:YPR062W
P40439	sce:YIL172C
P40439	sce:YJL221C
P38816	sce:YHR106W
Q03525	sce:YMR269W
Q12066	sce:YDL089W
P36087	sce:YKL070W
Q12497	sce:YDR070C
Q12156	sce:YDR063W
Q12508	sce:YDR255C
Q12412	sce:YOR161C
P38694	sce:YHR039C
P46999	sce:YJL160C
P47168	sce:YJR136C
Q12253	sce:YLR046C
P47025	sce:YJL112W
P46972	sce:YMR035W
Q02196	sce:YKL001C
Q04978	sce:YML053C
P40342	sce:YNR004W
P53921	sce:YNL122C
P40096	sce:YER159C
P47053	sce:YJL043W
Q00873	sce:YKL087C
Q12026	sce:YLR053C
Q06177	sce:YLR327C
P41546	sce:YFL031W
P01366	sce:YCR097W
P20133	sce:YPR176C
P19146	sce:YDL137W
P53272	sce:YGR122W
P43607	sce:YFR032C
P53171	sce:YGL057C
P53830	sce:YNL286W
Q03254	sce:YMR277W
P38757	sce:YHR004C
Q01476	sce:YOR124C
P53865	sce:YNL225C
P53248	sce:YGR077C
P36085	sce:YKL072W
P48524	sce:YMR275C
P32783	sce:YBR236C
P05319	sce:YOL039W
P35184	sce:YIR012W
P40989	sce:YGR032W
P39943	sce:YER028C
P46971	sce:YJR143C
Q07897	sce:YLR003C
P32329	sce:YLR120C
P24784	sce:YPL119C
P53844	sce:YNL264C
P40538	sce:YIL029C
P26725	sce:YJL139C
P39109	sce:YDR135C
P53855	sce:YNL242W
P34219	sce:YBL054W
P25339	sce:YGL014W
P36066	sce:YKL133C
P36126	sce:YKR031C
Q12068	sce:YOL151W
P50104	sce:YMR019W
P53604	sce:YNR049C
P40559	sce:YIL002C
P36157	sce:YKR077W
P39105	sce:YMR008C
P39945	sce:YER101C
Q12515	sce:YDL173W
Q08202	sce:YOL032W
Q99326	sce:YOR338W
P50078	sce:YGR221C
Q99288	sce:YDR051C
P38270	sce:YBR128C
Q08471	sce:YOR066W
P25355	sce:YCR054C
Q04401	sce:YDR511W
Q08930	sce:YPL191C
P53854	sce:YNL245C
P06785	sce:YOR074C
P32579	sce:YGL169W
P53980	sce:YNL011C
P38880	sce:YHR194W
Q02754	sce:YPL067C
Q08421	sce:YOR051C
P53749	sce:YNR063W
